team Number,nickname,seed Strength,auto Mobility Points,auto Fuel Low,auto Fuel High,auto Fuel Points,rotor 1 Auto,rotor 2 Auto,auto Rotor Points,auto Scored Gears,estimated Auto Gears,estimated Auto Gears 2,auto Rotor Bonus,auto Points,teleop Fuel Low,teleop Fuel High,teleop Fuel Points,rotor 1 Engaged,rotor 2 Engaged,rotor 3 Engaged,rotor 4 Engaged,teleop Rotor Points,teleop Scored Gears,estimated Teleop Gears,estimated Teleop Gears 2,teleop Points,touchpad Near,touchpad Middle,touchpad Far,teleop Takeoff Points,anterior Touchpad Activation Rate,estimated Subtracted Opponent Gears,subtracted Opponent Teleop Points,kPa Ranking Point Achieved,rotor Ranking Point Achieved,foul Count,fouls Drawn,tech Foul Count,tech Fouls Drawn,foul Points,foul Points Drawn,total Rotor Points,total Rotors Engaged,total Scored Gears,estimated Total Gears,estimated Total Gears 2,kPa Added,total Points,playoff Total Points,win,winning Margin,winning Margin Elo,,,,,
4590,Greenblitz,3,4.17,-0.03,3.89,3.89,0.39,0,23.17,0.39,-1,-1,7.72,31.23,0.01,15.84,5.15,0.33,0.33,0.2,0.06,21.55,1.43,-1,-1,74.23,0.46,0.26,0.23,47.54,0.93,-1,-1,0.06,0.06,0.62,0.03,-0.01,0.06,2.9,1.56,44.72,0.92,1.82,-1,-1,9.03,107.02,114.03,0.26,7.7,1499,,,,,
4613,Barker Redbacks,3,5.91,0.12,13.31,13.31,0.06,0,3.47,0.06,-1,-1,1.16,22.7,2,66.16,21.92,0.33,0.24,0.1,-0.02,23.5,0.65,-1,-1,87.78,0.39,0.28,0.18,42.36,0.88,-1,-1,0.5,-0.02,-0.47,-0.09,-0.07,-0.24,-4.22,-6.51,26.97,0.65,0.71,-1,-1,35.23,103.96,111.62,0.36,65.35,1641,,,,,
4635,Botbusters,3,3.91,-0.44,0.06,-0.08,0.38,0,23.04,0.38,-1,-1,7.68,26.87,0.69,0.03,0.08,0.33,0.17,0.23,0,13.82,0.96,-1,-1,32.54,0.26,-0.01,0.13,18.64,0.29,-1,-1,-0.01,0,1.26,-0.05,-0.17,0.2,1.92,4.68,36.86,0.73,1.34,-1,-1,0,64.1,63.95,0.33,34.22,1505,,,,,
4723,EARTH,3,3.76,0.15,0.09,0.16,0.18,0,10.53,0.18,-1,-1,3.51,14.46,-0.25,-0.26,-0.07,0.34,0.05,-0.02,0,7.65,-0.16,-1,-1,36.97,0.17,0.24,0.18,29.39,0.56,-1,-1,0,0,0.4,-0.18,-0.07,0.2,0.24,4.09,18.18,0.37,0.01,-1,-1,0.1,55.53,55.53,0.02,24.17,1435,,,,,
4738,Patribots,3,1.92,0.01,0.29,0.3,-0.09,0,-5.66,-0.09,-1,-1,-1.89,-3.44,-0.37,-0.65,-0.19,0.33,0.42,0.01,0,34.26,0.97,-1,-1,69.88,0.4,-0.16,0.47,35.82,0.67,-1,-1,0,0,-0.14,0.1,-0.01,-0.07,-1.01,-1.2,28.59,0.76,0.88,-1,-1,0.11,65.24,65.24,0.32,17.97,1480,,,,,
4904,Bot-Provoking,3,5.97,-0.74,0.17,-0.05,0.32,0,19.09,0.32,-1,-1,6.36,25.01,-0.73,1.44,0.43,0.35,0.37,0.22,0.02,26,1.46,-1,-1,58.99,-0.01,0.2,0.46,32.57,0.85,-1,-1,0.01,0.02,-0.05,-0.23,0.01,0.37,-0.02,8.18,45.09,0.97,1.78,-1,-1,0.38,92.18,94.4,0.02,-9.06,1475,,,,,
4944,The Hi Fives,3,3.59,1.67,-0.3,0.17,-0.04,0,-2.16,-0.04,-1,-1,-0.72,1.6,1.81,-0.22,0.11,0.33,0.43,0.14,0.01,37.84,1.47,-1,-1,70.89,0.21,0.24,0.21,32.94,0.64,-1,-1,0,0.01,0.27,0.18,-0.01,0.05,1.14,2.23,35.68,0.91,1.44,-1,-1,0.28,74.71,75.4,0.1,-4,1423,,,,,
4990,Gryphon Robotics,3,5.28,0.56,0.07,0.24,0.29,0,17.45,0.29,-1,-1,5.82,22.96,-0.12,-3.76,-1.28,0.36,0.37,0.22,0.1,30.19,1.95,-1,-1,70.88,0.31,0.27,0.26,41.98,0.87,-1,-1,-0.01,0.1,-0.04,0.03,-0.11,-0.21,-2.85,-5.12,47.64,1.05,2.24,-1,-1,-1.04,88.73,98.55,0.17,-15.12,1437,,,,,
5006,Apophis,3,6.38,-0.03,0.78,0.78,0.34,0,20.67,0.34,-1,-1,6.89,27.84,0.71,0.85,0.32,0.33,0.31,-0.13,0.1,10.96,0.39,-1,-1,36.87,0.35,-0.18,0.34,25.59,0.45,-1,-1,0,0.1,0.17,0.33,-0.17,0.52,-3.4,14.62,31.63,0.62,0.73,-1,-1,1.11,79.33,89.7,0.19,19.69,1517,,,,,
5012,Gryffingear,3,5.74,0.09,0.83,0.86,0.2,-0.02,10.41,0.17,-1,-1,3.47,17.01,-0.11,-12.54,-4.2,0.33,0.33,0.42,-0.06,34.08,1.81,-1,-1,76.49,0.44,0.1,0.4,46.61,0.67,-1,-1,-0.12,-0.06,0.21,-0.16,0.32,-0.04,8.93,-1.75,44.49,1.03,1.98,-1,-1,-3.34,91.75,83.37,0.13,-7.38,1478,,,,,
5026,Iron Panthers,3,5.14,-0.09,0.18,0.15,0.18,0,11.04,0.18,-1,-1,3.68,16.33,0.21,-0.46,-0.14,0.33,0.32,0.51,0.16,45.59,3.46,-1,-1,90.87,0.17,0.41,0.33,45.42,0.77,-1,-1,-0.01,0.16,-0.09,-0.15,0.35,-0.1,8.32,-3.15,56.63,1.32,3.65,-1,-1,0.01,104.05,120,0.3,9.52,1486,,,,,
5104,BreakerBots,3,3.86,0.02,-2.06,-2.05,0.38,0,22.89,0.38,-1,-1,7.63,24.7,0.22,8.03,2.74,0.35,0.35,0.25,0.02,23.17,1.43,-1,-1,57.8,0.31,0.29,0.04,31.9,0.67,-1,-1,0.02,0.02,0.11,-0.07,-0.16,0.01,-3.35,-0.18,46.06,0.96,1.81,-1,-1,0.68,82.32,84.37,-0.04,-26.92,1412,,,,,
5124,West Torrance Robotics,3,3.78,0,0.01,0.01,0.2,0,11.71,0.2,-1,-1,3.9,15.5,-1.27,-1.38,-0.58,0.33,0.35,0.16,0.01,26.46,1.22,-1,-1,54.32,0.16,0.31,0.09,28.44,0.71,-1,-1,-0.06,0.01,0.36,0.05,-0.09,0.06,-0.54,1.8,38.17,0.86,1.42,-1,-1,-0.57,71.62,71.63,0.27,53.97,1514,,,,,
5160,Chargers,3,5.06,0.08,-0.71,-0.71,0.45,0,26.88,0.45,-1,-1,8.96,31.23,0.16,2.62,0.89,0.33,0.33,0.31,-0.07,18.36,1.04,-1,-1,75.37,0.46,0.48,0.18,56.12,0.93,-1,-1,0.03,-0.07,0.06,0.13,-0.04,-0.12,-0.67,-2.46,45.24,0.91,1.49,-1,-1,0.17,104.14,97.77,0.45,14.26,1466,,,,,
5190,Green Hope Falcons,3,4.93,-0.01,0.4,0.4,0.39,0,23.11,0.39,-1,-1,7.7,28.44,-0.02,-0.57,-0.27,0.33,0.33,0.34,-0.03,23.93,1.5,-1,-1,44.54,0.2,0.18,0.03,20.88,0.79,-1,-1,-0.05,-0.03,0.08,-0.07,0.11,0.03,3.24,0.3,47.04,0.98,1.88,-1,-1,0.13,73.28,69.74,0.17,3.26,1562,,,,,
5411,PowerEagle,3,5.98,0,-0.58,-0.58,-0.03,0,-1.54,-0.03,-1,-1,-0.51,3.86,0.31,0.36,0.15,0.36,0.22,0.19,0,31.98,1.25,-1,-1,41.12,0.18,0.02,-0.02,9,0.15,-1,-1,-0.01,0,0.25,0.64,0.05,0.79,2.39,22.82,30.44,0.77,1.23,-1,-1,-0.44,67.8,67.59,0.43,30.93,1478,,,,,
5414,Pearadox,3,3.13,0,1.6,1.6,-0.01,0,-0.75,-0.01,-1,-1,-0.25,3.98,0.14,-0.92,-0.31,0.33,0.35,0.39,0.05,45.51,2.59,-1,-1,84.63,0.31,0.42,0.06,39.43,0.93,-1,-1,0,0.05,-0.04,0.21,0.18,0.04,4.29,2,44.75,1.13,2.58,-1,-1,1.29,90.6,96,0.13,4.73,1485,,,,,
5417,Eagle Robotics,3,4.19,0,-0.03,-0.03,0.32,0,19.42,0.32,-1,-1,6.47,23.58,0,-2.75,-1,0.33,0.33,0.42,0.24,39.88,3.44,-1,-1,52.75,-0.08,0.18,0.18,13.87,0.56,-1,-1,-0.02,0.24,0.11,-0.14,0.06,-0.09,2.12,-3.02,59.3,1.32,3.76,-1,-1,-1.04,73.31,96.78,0.22,7.96,1481,,,,,
5431,Titan Robotics,3,5.33,0,-0.17,-0.17,0.86,0,51.57,0.86,-1,-1,17.19,56.72,-0.21,6.96,2.25,0.33,0.37,0.63,0.05,21.4,2.74,-1,-1,58.61,0.08,0.12,0.5,34.96,0.77,-1,-1,0,0.05,0.19,0.37,-0.01,0.01,0.65,2.13,72.96,1.39,3.6,-1,-1,2.08,117.46,122.94,0.38,61.25,1516,,,,,
5437,Rocky Balboabots,3,4.8,0,-0.21,-0.21,-0.07,0,-4.05,-0.07,-1,-1,-1.35,0.54,-0.71,0.07,-0.06,0.33,0.37,0.21,0,39.26,1.64,-1,-1,77.31,0.18,0.11,0.47,38.11,0.82,-1,-1,0,0,0.05,0.31,0.18,0.01,4.81,1.93,35.21,0.91,1.57,-1,-1,-0.27,79.79,79.79,0.07,-40.02,1538,,,,,
5454,Wild Fire,3,0.98,-0.01,0.16,0.16,-0.1,0,-6.07,-0.1,-1,-1,-2.02,-4.93,-0.14,6.58,2.21,0.22,0.37,-0.09,0,23.73,0.34,-1,-1,11.18,0.03,-0.19,-0.13,-14.76,0.11,-1,-1,0,0,-0.08,-0.13,-0.16,-0.17,-4.3,-4.97,17.66,0.49,0.24,-1,-1,2.38,1.28,1.28,0.12,-41.87,1366,,,,,
5468,Chaos Theory,3,2.95,-0.01,2.24,2.24,0.14,0,8.62,0.14,-1,-1,2.87,13.82,-0.34,38.29,12.52,0.33,0.35,0.33,-0.14,29.27,1.05,-1,-1,67.46,0.18,0.1,0.24,25.67,0.58,-1,-1,-0.03,-0.14,0.27,0.09,-0.12,0.24,-1.69,6.47,37.9,0.88,1.19,-1,-1,14.76,87.74,73.31,0.25,20.47,1546,,,,,
5472,Stallions,3,5.2,0,0.02,0.02,0.3,0,17.93,0.3,-1,-1,5.98,23.16,-0.21,0.54,0.13,0.33,0.35,0.41,0.03,32.91,2.21,-1,-1,75.52,0.13,0.4,0.32,42.48,0.62,-1,-1,0,0.03,0.1,0.23,0.02,0.28,0.94,8.15,50.84,1.12,2.51,-1,-1,0.15,106.82,109.6,0.38,70.27,1520,,,,,
5499,Bay Orangutans,3,5.95,-0.38,-0.18,-0.3,0.27,0.07,20.47,0.34,-1,-1,6.82,26.12,-2,0.29,-0.15,0.33,0.33,0.47,0.32,44.59,4.12,-1,-1,86.47,0.04,0.63,0.17,42.03,0.79,-1,-1,0,0.32,0.05,0,-0.07,0.27,-1.59,6.74,65.06,1.46,4.46,-1,-1,-0.45,119.33,151.12,0.62,84.48,1634,,,,,
5511,Cortechs Robotics,3,4.24,-0.03,0.81,0.81,0.35,0,21.17,0.35,-1,-1,7.06,26.23,-0.22,-0.41,-0.14,0.33,0.33,0.35,-0.09,23.09,1.19,-1,-1,58.29,0.22,0.16,0.33,35.33,0.71,-1,-1,0,-0.09,-0.11,0.04,0.1,-0.02,1.82,-0.18,44.27,0.93,1.54,-1,-1,0.68,84.33,75.32,-0.01,-11.93,1489,,,,,
5515,Blue Power Robotics,3,5.21,0.05,-0.16,-0.14,0.56,0,33.57,0.56,-1,-1,11.19,38.64,7.36,0.64,1.06,0.33,0.47,0.43,-0.01,26.19,2,-1,-1,50.04,0.27,0.14,0.04,22.78,0.5,-1,-1,0,-0.01,0.23,0.18,-0.35,0.04,-7.64,2.01,59.76,1.21,2.56,-1,-1,0.92,90.68,89.38,0.06,-12.57,1436,,,,,
5516,Iron Maple,3,5.36,0.01,-0.2,-0.2,-0.16,0,-9.45,-0.16,-1,-1,-3.15,-4.29,0.01,-1.19,-0.47,0.33,0.36,0.06,0,36.13,1.1,-1,-1,48.05,0.12,-0.11,0.24,12.38,0.67,-1,-1,-0.01,0,0.66,-0.11,0.02,0.33,3.87,7.78,26.68,0.75,0.94,-1,-1,-0.67,51.54,51.25,0.2,8.96,1399,,,,,
5526,tCATs,3,5.06,0.48,-0.61,-0.47,0.6,0,36.23,0.6,-1,-1,12.08,40.82,-0.18,0.73,0.24,0.33,0.38,0.36,0,18.56,1.58,-1,-1,65.17,0.34,0.18,0.4,46.37,0.64,-1,-1,0.01,0,0.12,0.11,-0.25,-0.05,-5.55,-0.61,54.79,1.07,2.18,-1,-1,-0.23,105.38,105.54,0.46,44.68,1523,,,,,
5614,Team Sycamore,3,5.51,-0.02,1.49,1.49,0.33,0,19.84,0.33,-1,-1,6.61,26.84,0.01,-4.15,-1.37,0.33,0.33,0.4,0.2,37.53,3.15,-1,-1,67.43,0.38,0.15,0.1,31.27,0.64,-1,-1,0.03,0.2,0.08,0.4,0.36,0.38,9.46,11.48,57.38,1.27,3.48,-1,-1,0.12,105.75,126.41,0.26,4.1,1507,,,,,
5627,πrtz (Pi-rates),3,7.51,-0.19,-0.12,-0.19,-0.06,0,-3.38,-0.06,-1,-1,-1.13,3.94,-0.27,-0.2,-0.11,0.33,0.45,0.07,0,36.5,1.24,-1,-1,82.28,0.17,0.38,0.36,45.89,0.63,-1,-1,0,0,0.25,-0.01,0.19,0.2,6.08,5.08,33.12,0.86,1.18,-1,-1,-0.29,91.3,91.3,0.24,29.76,1515,,,,,
5635,Demacia,3,5.33,0,-1.79,-1.79,0.28,0,16.56,0.28,-1,-1,5.52,20.1,0.01,0.05,0.09,0.33,0.33,0.25,0.05,27.77,1.7,-1,-1,79.66,0.15,0.54,0.34,51.8,1,-1,-1,-0.08,0.05,0.04,-0.03,-0.02,-0.05,-0.19,-1.48,44.33,0.97,1.98,-1,-1,-1.7,98.28,101.61,0.35,37.44,1569,,,,,
5648,Melbourne RoboCats,3,4.69,0.01,0.41,0.41,0.5,0,30.04,0.5,-1,-1,10.01,35.13,-0.11,-2.11,-0.74,0.33,0.4,0.07,0,12.18,0.57,-1,-1,36.2,0.26,0.14,0.1,24.76,0.28,-1,-1,0,0,0.08,-0.07,0.22,0.07,5.98,1.28,42.22,0.81,1.07,-1,-1,-0.33,72.62,72.72,0.15,21.41,1411,,,,,
5654,Phoenix,3,4.66,-0.02,0.37,0.37,0.31,0,18.37,0.31,-1,-1,6.12,23.4,-0.01,2.97,1,0.33,0.33,0.2,0.28,33.76,2.86,-1,-1,73.82,0.23,0.27,0.27,39.06,0.84,-1,-1,0.05,0.28,0.17,-0.07,0.04,-0.02,1.88,-0.96,52.13,1.15,3.16,-1,-1,1.37,96.27,125.27,0.08,12.01,1497,,,,,
5663,Ground Control,3,3.7,0,-0.04,-0.04,0.14,0,8.5,0.14,-1,-1,2.83,12.16,0.43,2.18,0.63,0.33,0.4,0.23,-0.01,32.4,1.53,-1,-1,70.06,0.43,0.05,0.26,37.04,0.53,-1,-1,0,-0.01,-0.07,0.12,0.08,0.07,1.56,2.35,40.9,0.95,1.67,-1,-1,0.58,84.57,83.74,0.3,39.25,1509,,,,,
5677,The Subatomic Smarticles,3,4.51,0.3,0.15,0.24,0.15,-0.04,6.95,0.12,-1,-1,2.32,11.7,0.22,6.15,2.01,0.33,0.33,0.04,-0.1,19.84,0.14,-1,-1,58.79,0.15,0.32,0.26,36.95,0.78,-1,-1,0.02,-0.1,0.02,-0.06,-0.08,0.04,-1.8,0.59,26.79,0.61,0.25,-1,-1,2.25,71.09,61.79,0.07,5.41,1512,,,,,
5696,Faraday,3,1.48,-0.03,0.09,0.08,-0.12,0,-6.93,-0.12,-1,-1,-2.31,-5.38,-0.16,0.25,0.05,0.35,0.38,-0.01,0,33.29,0.84,-1,-1,66.59,0.24,0.28,0.14,33.25,0.63,-1,-1,0,0,-0.21,0.08,0.54,0.56,12.5,14.38,26.36,0.72,0.73,-1,-1,0.13,75.59,75.59,0.24,18.97,1431,,,,,
5705,DESERT EAGLES,3,4.57,-0.48,-0.23,-0.37,0.1,0,5.77,0.1,-1,-1,1.92,9.97,0.71,3.48,1.21,0.33,0.2,0.04,0,18.74,0.53,-1,-1,35.46,0,0.14,0.17,15.51,0.53,-1,-1,0.03,0,0.49,-0.14,0.23,-0.06,8.28,-2.17,24.51,0.56,0.62,-1,-1,0.84,43.26,43.86,-0.15,-51.44,1322,,,,,
5737,Mars Style,3,5.07,0.6,0.98,1.16,0.1,0,6.2,0.1,-1,-1,2.07,12.44,-1.29,2.19,0.63,0.22,0.22,0.07,0.06,18.98,0.9,-1,-1,39.46,0.08,0.06,0.26,19.85,0.67,-1,-1,0.02,0.06,0.04,-0.18,0.26,-0.29,6.58,-8.17,25.19,0.58,1.01,-1,-1,1.79,43.72,50.44,-0.02,-47.49,1334,,,,,
5818,Riviera Robotics,3,4.31,0,0.5,0.5,0.32,0,19.17,0.32,-1,-1,6.39,23.98,-0.15,0.45,0.14,0.33,0.33,0.29,0.09,28.88,2.03,-1,-1,54.15,0.32,-0.02,0.2,25.13,0.79,-1,-1,0,0.09,0.25,0.14,0.53,0.92,14.46,23.76,48.05,1.04,2.35,-1,-1,0.64,101.88,110.76,0.07,32.5,1525,,,,,
5829,AwtyBots,3,4.69,0,2.02,2.02,0.1,0,6.14,0.1,-1,-1,2.05,12.85,-0.02,1.71,0.52,0.33,0.33,0.21,0.07,33.93,1.84,-1,-1,63.94,0.2,0.22,0.17,29.49,0.5,-1,-1,0.09,0.07,-0.2,-0.01,0.08,0.27,0.88,6.77,40.07,0.95,1.94,-1,-1,2.55,83.56,92.3,0.14,-9.78,1483,,,,,
5839,Blue Whales,3,5.17,-0.01,-0.16,-0.16,0.14,0,8.37,0.14,-1,-1,2.79,13.38,0,0.37,0.08,0.33,0.35,0.44,0,39.55,2.34,-1,-1,71.93,0.46,-0.02,0.21,32.3,0.67,-1,-1,0.01,0,-0.15,0.18,0.16,0.2,3.13,5.85,47.93,1.13,2.48,-1,-1,-0.08,91.16,91.43,0.47,47.41,1544,,,,,
5842,Royal Robotics,3,5.05,0,5.34,5.34,0.3,0,18.08,0.3,-1,-1,6.03,28.48,-0.01,19.04,6.19,0.33,0.33,0.24,0.2,32.01,2.5,-1,-1,69.96,0.03,0.07,0.53,31.76,0.67,-1,-1,0,0.2,-0.09,-0.08,-0.05,0.18,-1.65,4.07,50.09,1.1,2.8,-1,-1,11.54,102.51,122.34,0.3,36.42,1583,,,,,
5887,IMPERATOR,3,4.05,-0.1,0.47,0.43,0.01,0,0.52,0.01,-1,-1,0.17,5.01,2.63,2.16,0.97,0.24,0.11,0.1,0,17.81,0.53,-1,-1,32.59,0.19,0.05,0.03,13.82,0.44,-1,-1,0,0,-0.02,0.17,-0.03,0.39,-0.82,10.48,18.33,0.45,0.53,-1,-1,1.4,48.08,48.08,0.45,15.56,1417,,,,,
5985,Project Bucephalus,3,4.96,-0.01,-0.09,-0.09,0.49,0,29.63,0.49,-1,-1,9.88,34.51,1.32,2.31,0.84,0.33,0.45,0.02,0.01,12.83,0.54,-1,-1,65.84,0.52,0.19,0.34,52.17,0.82,-1,-1,0.01,0.01,-0.23,-0.01,0.12,-0.05,1.83,-1.3,42.46,0.81,1.03,-1,-1,0.75,99.05,99.99,0.35,37.29,1521,,,,,
6025,Adroit Androids,3,3.05,0.64,0.05,0.22,0.13,0,7.7,0.13,-1,-1,2.57,10.97,1.26,-0.79,-0.09,0.33,0.41,0.22,0,33.39,1.57,-1,-1,75.77,0.51,0.3,0.04,42.47,0.31,-1,-1,0,0,0.18,0.12,-0.35,0.27,-7.94,7.44,41.09,0.96,1.7,-1,-1,0.13,94.19,94.19,0.35,39.83,1463,,,,,
6026,Tiger Strike,3,4.91,0,-0.07,-0.07,0.45,0,27,0.45,-1,-1,9,31.84,0.04,0.24,0.01,0.33,0.38,0.48,0,29.63,2.17,-1,-1,104.17,0.43,0.57,0.49,74.53,0.88,-1,-1,0,0,0.36,0.07,-0.04,0.05,0.77,1.51,56.63,1.19,2.62,-1,-1,-0.06,137.52,137.52,0.64,66.99,1531,,,,,
6055,Pioneers ,3,6.11,-0.57,0.19,0.02,0.28,0,17.04,0.28,-1,-1,5.68,23.17,-7.71,9.19,2.08,0.33,0.08,0.11,0.02,10.24,0.41,-1,-1,49.51,0.29,0.05,0.4,37.2,0.93,-1,-1,-0.01,0.02,-0.13,-0.09,0.27,-0.02,6.14,-1.03,27.28,0.54,0.7,-1,-1,2.1,71.65,72.99,0.15,1.81,1442,,,,,
6061,Carbon Crusaders,3,4.24,-0.01,1.78,1.78,0.19,0,11.67,0.19,-1,-1,3.89,17.69,0.08,0.61,0.22,0.33,0.29,0,-0.01,16.49,0.32,-1,-1,64.34,0.29,0.24,0.42,47.63,0.56,-1,-1,0.04,-0.01,0.1,0.34,-0.24,0.17,-5.59,6.08,28.15,0.61,0.51,-1,-1,2,88.11,87.86,0.49,55.65,1518,,,,,
6133,Haltom Robotics,3,4.04,0,-0.17,-0.17,0.56,0,33.81,0.56,-1,-1,11.27,37.68,-0.24,-1.05,-0.34,0.33,0.32,0.4,0.04,21.22,2.01,-1,-1,85.37,0.45,0.52,0.31,64.49,0.83,-1,-1,0,0.04,0.01,-0.11,-0.25,0.04,-6.19,0.48,55.03,1.09,2.58,-1,-1,-0.51,123.53,127.86,0.5,53.39,1558,,,,,
6191,TFG,3,5.56,-0.01,0.06,0.06,-0.1,0,-6.17,-0.1,-1,-1,-2.06,-0.55,0.48,0.99,0.32,0.34,0.31,0.08,-0.01,32.77,0.97,-1,-1,23.16,-0.19,-0.02,0.01,-9.93,0.28,-1,-1,0.02,-0.01,-0.05,0.31,0.43,0.11,10.43,4.39,26.6,0.72,0.87,-1,-1,0.38,27,26.18,-0.11,-51.91,1317,,,,,
6225,GRA Roarin' Robotics,3,5.66,0,-0.07,-0.07,0.04,0,2.19,0.04,-1,-1,0.73,7.78,-0.29,1.81,0.49,0.33,0.37,-0.16,0,20.05,0.05,-1,-1,46.35,0.09,0.21,0.21,25.81,0.75,-1,-1,0,0,-0.06,0.11,0.09,-0.15,2.08,-3.08,22.24,0.54,0.08,-1,-1,0.42,51.05,51.05,0.06,-11.29,1439,,,,,
6304,eagle ,3,5.18,0,-0.05,-0.05,0.66,0,39.78,0.66,-1,-1,13.26,44.9,0.01,-0.17,-0.01,0.33,0.45,-0.15,0,-1.44,-0.41,-1,-1,27.87,0.32,-0.01,0.27,29.32,0.5,-1,-1,0,0,-0.12,0.25,-0.16,0.03,-4.54,1.88,38.34,0.63,0.26,-1,-1,-0.07,74.66,74.7,0.25,-1.32,1414,,,,,
6305,Stable Circuits,3,4.07,-0.04,0.18,0.17,-0.01,0,-0.43,-0.01,-1,-1,-0.14,3.82,0.32,8.9,2.79,0.33,0.16,0.08,0,23.1,0.74,-1,-1,95.98,0.25,0.68,0.48,70.09,0.78,-1,-1,0,0,-0.11,-0.08,-0.03,0.13,-1.31,2.92,22.67,0.57,0.73,-1,-1,2.96,102.71,102.63,0.14,20.96,1468,,,,,
6314,Desert Mountain Robotics,3,4.27,0,-0.33,-0.33,0.07,0,4.49,0.07,-1,-1,1.5,8.43,-2.46,-1.68,-0.84,0.33,0.32,0.4,0.12,43.67,2.87,-1,-1,86.51,0.25,0.18,0.45,43.68,0.94,-1,-1,-0.04,0.12,-0.06,0.01,0.05,0.43,0.96,10.76,48.16,1.17,2.94,-1,-1,-1.17,105.7,116.96,0.36,60.35,1578,,,,,
6348,HORUS,3,4.81,0.01,-0.38,-0.37,0.17,0,10.25,0.17,-1,-1,3.42,14.68,-0.02,-3.65,-1.19,0.34,0,-0.01,0,6.41,-0.22,-1,-1,6.37,-0.01,-0.03,0.06,1.16,0.07,-1,-1,0,0,0.34,0.82,-0.13,0.18,-1.48,8.53,16.66,0.33,-0.05,-1,-1,-1.56,29.58,29.58,0.24,-11.07,1375,,,,,
6357,The Spring Konstant,3,4.66,0,0.27,0.27,-0.09,0,-5.33,-0.09,-1,-1,-1.78,-0.4,-0.01,-0.73,-0.23,0.33,0.38,0.27,-0.05,40.93,1.61,-1,-1,41.56,-0.09,-0.09,0.2,0.86,0.5,-1,-1,0,-0.05,-0.06,0.38,0.04,0.14,0.67,5.33,35.6,0.93,1.52,-1,-1,0.04,46.48,41.48,-0.1,-42.27,1348,,,,,
6361,The Blazer,3,3.84,0.01,-0.11,-0.11,-0.05,0,-2.91,-0.05,-1,-1,-0.97,0.82,0,0.83,0.3,0.33,0.21,0.07,0,26.4,0.74,-1,-1,23.99,0.1,0.03,-0.18,-2.72,0.17,-1,-1,0,0,0.18,0.79,0.59,0.46,15.73,15.42,23.5,0.61,0.69,-1,-1,0.19,40.23,40.16,0.09,-14.16,1363,,,,,
6366,RAM Rodz Robotics,3,2.61,0.76,-0.42,-0.24,0.3,0,18.25,0.3,-1,-1,6.08,20.61,-4.31,-1.79,-1.03,0.33,0.39,0.51,-0.01,36.94,2.47,-1,-1,58.9,0.12,0.21,0.12,23,0.5,-1,-1,-0.01,-0.01,0.18,0.2,0.18,0.2,5.5,6.1,55.18,1.23,2.77,-1,-1,-1.27,85.62,84.44,0.01,-1.53,1454,,,,,
6369,Mercenary Robotics,3,5.75,0,-0.57,-0.57,0.12,0,7.11,0.12,-1,-1,2.37,12.3,-0.16,6.15,2,0.33,0.41,0.45,0.03,44.2,2.67,-1,-1,82.11,0.36,0.05,0.31,35.92,0.92,-1,-1,0,0.03,0.36,-0.14,0.07,0.61,3.48,14.56,51.31,1.22,2.78,-1,-1,1.43,108.97,112.02,0.17,32.77,1465,,,,,
6377,Howdy Bots,3,6.19,0.16,0.07,0.13,0.19,0,11.51,0.19,-1,-1,3.84,17.83,0.37,0.37,0.17,0.33,0.45,0.38,0,38.58,2.19,-1,-1,82.02,0.38,0.25,0.24,43.28,0.81,-1,-1,0,0,0.14,-0.05,0.2,-0.05,5.65,-1.41,50.1,1.16,2.38,-1,-1,0.29,98.45,98.45,0.13,6.51,1443,,,,,
6384,Hisar Ravens,3,5.45,0,-0.34,-0.34,0.13,0,7.86,0.13,-1,-1,2.62,12.96,0,-0.46,-0.09,0.33,0.35,0.17,0,28.75,1.23,-1,-1,20.45,0.07,-0.12,-0.11,-8.21,0,-1,-1,0,0,-0.08,0.31,-0.08,-0.23,-2.49,-4.28,36.61,0.85,1.36,-1,-1,-0.43,29.13,28.87,0.02,-41.33,1342,,,,,
6388,WonderWorks Robotics,3,3.06,0,0.14,0.14,0.04,0,2.28,0.04,-1,-1,0.76,5.48,0.89,1.63,0.52,0.32,0.28,-0.14,0,17,-0.05,-1,-1,32.11,0.42,-0.02,-0.11,14.59,0.11,-1,-1,0,0,0.24,-0.15,-0.11,0.35,-1.65,7.99,19.28,0.46,-0.01,-1,-1,0.66,45.58,45.58,0.26,18.22,1401,,,,,
6396,Steel Tempest,3,5.43,-0.1,1.02,0.99,0.02,0,1.41,0.02,-1,-1,0.47,7.83,7.32,-0.44,0.46,0.33,0.17,0.04,-0.05,18.68,0.18,-1,-1,53.86,0.2,0.35,0.14,34.72,0.57,-1,-1,0.05,-0.05,0.06,0.23,0,0.16,0.33,5.06,20.09,0.49,0.2,-1,-1,1.45,66.75,63.24,0.2,7.32,1413,,,,,
6404,Brazilian Storm,3,2.22,0,-0.1,-0.1,0.17,0,10.3,0.17,-1,-1,3.43,12.42,0.09,-6.66,-2.13,0.36,0.44,0.21,0,33.65,1.59,-1,-1,57.63,0.09,0.19,0.25,26.11,0.53,-1,-1,0,0,0.01,0.25,0.03,-0.16,0.7,-2.87,43.95,1.01,1.76,-1,-1,-2.23,67.18,67.18,0.19,0.94,1422,,,,,
