,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Auto,,,,,,,,,,,,Teleop,,,,,,,,,,,,Endgame,,,,Defense,,,Miscellaneous,,,,,,,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
team Number,nickname,seed Strength,auto Mobility Points,auto Fuel Low,auto Fuel High,auto Fuel Points,rotor 1 Auto,rotor 2 Auto,auto Rotor Points,auto Scored Gears,estimated Auto Gears,estimated Auto Gears 2,auto Rotor Bonus,auto Points,teleop Fuel Low,teleop Fuel High,teleop Fuel Points,rotor 1 Engaged,rotor 2 Engaged,rotor 3 Engaged,rotor 4 Engaged,teleop Rotor Points,teleop Scored Gears,estimated Teleop Gears,estimated Teleop Gears 2,teleop Points,touchpad Near,touchpad Middle,touchpad Far,teleop Takeoff Points,subtracted Opponent teleop Fuel Points,estimated Subtracted Opponent Gears,subtracted Opponent Teleop Points,kPa Ranking Point Achieved,rotor Ranking Point Achieved,foul Count,fouls Drawn,tech Foul Count,tech Fouls Drawn,foul Points,foul Points Drawn,total Rotor Points,total Rotors Engaged,total Scored Gears,estimated Total Gears,estimated Total Gears 2,kPa Added,total Points,playoff Total Points,win,winning Margin,winning Margin Elo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6223,Arsenal Engineering,3,6.15,0.19,0.07,0.10,0.05,0.00,3.03,0.05,-1.00,-1.00,1.01,9.29,1.20,2.03,0.75,0.33,0.28,0.07,0.07,28.06,1.21,-1.00,-1.00,35.07,0.04,-0.01,0.10,6.25,0.40,-1.00,-1.00,0.00,0.07,-0.13,-0.11,-0.08,0.15,-2.62,3.29,31.10,0.75,1.26,-1.00,-1.00,0.86,47.65,54.95,0.19,-12.60,1366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4693,Team Rock-It,2,3.88,0.03,0.16,0.17,0.09,0.00,5.20,0.09,-1.00,-1.00,1.73,9.24,0.33,1.06,0.35,0.33,0.29,0.08,0.00,24.52,0.82,-1.00,-1.00,42.83,0.12,0.12,0.12,17.95,-1.00,-1.00,-1.00,0.00,0.00,0.09,0.09,0.09,0.09,2.73,2.72,29.72,0.70,0.90,-1.00,-1.00,0.52,54.80,54.91,0.17,-0.04,1480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4012,Bad News Bots,2,3.88,0.03,0.16,0.16,0.09,0.00,5.18,0.09,-1.00,-1.00,1.73,9.22,0.33,1.06,0.35,0.33,0.29,0.08,0.00,24.50,0.82,-1.00,-1.00,42.79,0.12,0.12,0.12,17.92,-1.00,-1.00,-1.00,0.00,0.00,0.09,0.09,0.09,0.09,2.74,2.70,29.70,0.70,0.90,-1.00,-1.00,0.51,54.75,54.87,0.17,-0.10,1440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,The MegaHertz,2,3.87,0.03,0.16,0.16,0.09,0.00,5.17,0.09,-1.00,-1.00,1.72,9.22,0.33,1.06,0.35,0.33,0.29,0.08,0.00,24.50,0.82,-1.00,-1.00,42.78,0.12,0.12,0.12,17.91,-1.00,-1.00,-1.00,0.00,0.00,0.09,0.09,0.09,0.09,2.74,2.70,29.70,0.70,0.90,-1.00,-1.00,0.51,54.75,54.86,0.17,-0.10,1427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4645,X-Machina,3,4.70,0.84,0.91,1.18,0.11,0.00,6.46,0.11,-1.00,-1.00,2.15,12.34,-2.25,-4.20,-1.47,0.33,0.33,-0.09,-0.02,18.14,0.10,-1.00,-1.00,40.45,0.02,0.41,0.04,23.77,0.56,-1.00,-1.00,0.00,-0.02,0.14,-0.02,0.71,0.16,18.50,3.86,24.60,0.56,0.21,-1.00,-1.00,-0.29,56.65,54.85,-0.23,-62.71,1360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6460,Air Guardians,3,4.14,-0.21,-0.01,-0.06,-0.01,0.00,-0.88,-0.01,-1.00,-1.00,-0.29,3.20,-0.31,0.07,-0.04,0.33,0.35,0.03,-0.09,25.70,0.33,-1.00,-1.00,61.23,0.29,0.22,0.20,35.57,0.78,-1.00,-1.00,-0.02,-0.09,-0.08,-0.10,0.47,-0.01,11.22,-0.73,24.83,0.63,0.32,-1.00,-1.00,-0.10,63.71,54.82,0.11,-32.99,1363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4687,Spartans,2,3.87,0.03,0.15,0.16,0.09,0.00,5.15,0.09,-1.00,-1.00,1.72,9.20,0.33,1.05,0.35,0.33,0.29,0.08,0.00,24.48,0.81,-1.00,-1.00,42.74,0.12,0.12,0.12,17.88,-1.00,-1.00,-1.00,0.00,0.00,0.09,0.08,0.09,0.09,2.76,2.69,29.68,0.70,0.90,-1.00,-1.00,0.51,54.70,54.81,0.17,-0.17,1467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,TigerBots,2,3.87,0.03,0.15,0.16,0.09,0.00,5.13,0.09,-1.00,-1.00,1.71,9.17,0.32,1.04,0.34,0.33,0.29,0.08,0.00,24.45,0.81,-1.00,-1.00,42.69,0.12,0.12,0.12,17.84,-1.00,-1.00,-1.00,0.00,0.00,0.09,0.08,0.09,0.09,2.77,2.67,29.65,0.70,0.90,-1.00,-1.00,0.51,54.64,54.75,0.17,-0.26,1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,Team Clutch,3,4.49,-0.53,0.01,-0.15,-0.07,0.00,-4.15,-0.07,-1.00,-1.00,-1.38,0.19,-0.15,0.16,-0.03,0.33,0.50,0.14,0.00,41.62,1.62,-1.00,-1.00,48.72,-0.07,0.19,0.03,7.12,0.20,-1.00,-1.00,0.00,0.00,0.02,0.26,0.29,0.16,7.29,5.33,37.47,0.97,1.55,-1.00,-1.00,-0.17,54.23,54.73,0.17,-3.36,1451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3714,SOAR (Students of Applied Robotics),3,4.84,-0.19,-0.01,-0.07,0.20,0.00,11.93,0.20,-1.00,-1.00,3.98,16.69,0.08,-0.00,-0.00,0.32,0.38,-0.19,0.00,12.87,-0.21,-1.00,-1.00,29.17,-0.01,0.12,0.21,16.30,0.27,-1.00,-1.00,0.00,0.00,-0.01,-0.05,-0.03,0.36,-0.88,8.86,24.79,0.52,-0.01,-1.00,-1.00,-0.07,54.72,54.72,0.28,1.03,1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6522,Tomaree High School,3,2.84,-0.00,0.76,0.76,0.24,0.00,14.17,0.24,-1.00,-1.00,4.72,17.77,-0.41,2.07,0.63,0.35,0.38,-0.02,-0.00,19.04,0.46,-1.00,-1.00,34.08,-0.05,0.07,0.27,14.41,0.17,-1.00,-1.00,-0.00,-0.00,-0.09,-0.22,0.00,0.17,-0.42,3.11,33.21,0.71,0.69,-1.00,-1.00,1.38,54.95,54.71,-0.07,-2.18,1390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,Phantom Mentalist,3,4.53,-0.26,-0.00,-0.04,0.19,0.00,11.67,0.19,-1.00,-1.00,3.89,16.16,-0.24,-1.31,-0.50,0.33,0.27,0.00,-0.01,16.08,0.37,-1.00,-1.00,39.37,0.15,0.18,0.15,23.79,0.83,-1.00,-1.00,0.00,-0.01,0.06,0.02,-0.04,0.02,-0.78,0.59,27.75,0.60,0.56,-1.00,-1.00,-0.54,56.12,54.68,0.19,2.33,1420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4412,Steel Stallions,3,4.67,0.00,-1.00,-1.00,0.21,0.00,12.82,0.21,-1.00,-1.00,4.27,16.49,0.20,-2.04,-0.63,0.33,0.34,-0.06,0.00,16.05,0.24,-1.00,-1.00,26.24,0.20,0.06,-0.04,10.83,0.36,-1.00,-1.00,0.00,0.00,0.09,-0.25,0.01,0.52,0.67,11.67,28.86,0.61,0.45,-1.00,-1.00,-1.64,54.40,54.68,0.23,-0.74,1410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495,Hive Mind,3,5.38,-0.03,0.49,0.43,-0.07,0.00,-4.47,-0.07,-1.00,-1.00,-1.49,1.34,-0.01,1.44,0.52,0.33,0.35,0.10,-0.04,32.16,0.88,-1.00,-1.00,51.90,0.14,0.16,0.09,19.22,0.67,-1.00,-1.00,-0.00,-0.04,0.10,-0.10,0.13,0.26,3.64,5.93,27.69,0.73,0.80,-1.00,-1.00,0.95,59.17,54.66,-0.05,-41.85,1393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178,The Nerdy Birds,3,5.35,0.00,-0.52,-0.52,0.25,0.00,15.30,0.25,-1.00,-1.00,5.10,20.13,-0.33,-0.09,-0.04,0.33,0.21,0.15,0.00,17.46,0.88,-1.00,-1.00,33.44,0.24,-0.01,0.09,16.02,0.33,-1.00,-1.00,0.00,0.00,0.14,0.14,0.22,0.01,6.10,1.06,32.76,0.69,1.13,-1.00,-1.00,-0.56,54.63,54.63,-0.00,8.96,1412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4799,Lazbuddie Robotics,3,4.81,0.00,-0.45,-0.45,-0.14,0.00,-8.26,-0.14,-1.00,-1.00,-2.75,-3.89,0.06,0.93,0.32,0.33,0.29,-0.05,0.00,28.50,0.51,-1.00,-1.00,51.43,-0.00,0.33,0.12,22.61,0.36,-1.00,-1.00,0.00,0.00,-0.14,0.30,0.69,0.22,16.52,7.05,20.25,0.57,0.37,-1.00,-1.00,-0.13,54.59,54.63,0.01,-33.47,1432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5899,FROST,3,3.81,0.62,-0.14,0.07,-0.04,0.00,-2.50,-0.04,-1.00,-1.00,-0.83,1.38,-2.38,1.04,0.08,0.33,0.42,-0.01,0.00,31.77,0.87,-1.00,-1.00,53.32,0.09,0.27,0.07,21.47,0.36,-1.00,-1.00,-0.00,0.00,-0.09,0.18,0.07,-0.05,1.33,-0.38,29.27,0.75,0.82,-1.00,-1.00,0.14,54.32,54.63,0.02,-34.53,1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Chop Shop,3,4.77,0.78,-0.44,-0.20,-0.02,0.00,-0.96,-0.02,-1.00,-1.00,-0.32,3.61,0.83,-3.44,-1.14,0.33,0.35,0.23,-0.02,36.28,1.49,-1.00,-1.00,46.01,0.19,0.07,-0.03,10.87,0.57,-1.00,-1.00,-0.02,-0.02,0.10,0.12,-0.09,0.29,-1.65,7.81,35.32,0.89,1.47,-1.00,-1.00,-1.34,57.42,54.61,0.26,0.55,1407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3965,Sultans,3,5.10,-0.01,0.22,0.22,0.05,0.00,2.87,0.05,-1.00,-1.00,0.96,8.20,0.30,-0.69,-0.21,0.33,0.42,0.13,-0.01,33.18,1.27,-1.00,-1.00,34.07,-0.06,-0.02,0.10,1.10,0.27,-1.00,-1.00,0.00,-0.01,0.14,0.07,0.15,0.50,4.53,12.90,36.05,0.88,1.32,-1.00,-1.00,0.01,55.16,54.56,0.11,-17.09,1441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5231,Radical Jays,3,5.67,-0.01,0.05,0.05,-0.01,0.00,-0.82,-0.01,-1.00,-1.00,-0.27,4.91,0.09,-0.09,-0.03,0.33,0.28,0.02,-0.02,25.29,0.55,-1.00,-1.00,50.93,0.13,0.13,0.25,25.68,0.75,-1.00,-1.00,0.00,-0.02,0.34,-0.15,0.17,0.04,6.06,0.21,24.47,0.62,0.53,-1.00,-1.00,0.02,56.06,54.50,-0.03,-32.02,1340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6222,Hemingway Tigers,3,3.50,0.00,0.37,0.37,0.35,0.00,21.26,0.35,-1.00,-1.00,7.09,25.13,1.34,1.82,0.73,0.33,0.20,-0.02,0.00,6.17,0.07,-1.00,-1.00,32.70,-0.06,0.34,0.23,25.80,0.36,-1.00,-1.00,0.00,0.00,-0.01,-0.15,0.07,-0.10,1.73,-3.37,27.42,0.51,0.42,-1.00,-1.00,1.10,54.46,54.46,0.29,11.30,1429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6762,Hillcats,3,5.02,-0.30,-0.15,-0.27,0.18,0.00,10.83,0.18,-1.00,-1.00,3.61,15.58,-0.88,-1.21,-0.44,0.33,0.34,0.17,0.05,28.53,1.47,-1.00,-1.00,33.81,0.02,-0.08,0.17,5.72,0.08,-1.00,-1.00,0.00,0.05,0.00,0.47,0.13,-0.07,3.32,0.49,39.35,0.89,1.65,-1.00,-1.00,-0.71,49.88,54.45,-0.03,-33.55,1358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,The Bluegrease Crew,3,4.21,0.00,0.86,0.86,-0.16,0.00,-9.74,-0.16,-1.00,-1.00,-3.25,-4.66,-0.03,1.43,0.38,0.33,0.34,0.05,0.00,35.30,1.05,-1.00,-1.00,57.39,0.18,0.28,-0.03,21.71,0.70,-1.00,-1.00,0.00,0.00,0.00,-0.18,0.83,0.08,20.80,1.21,25.56,0.72,0.88,-1.00,-1.00,1.24,53.94,54.40,0.06,-31.92,1439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518,Spartans,3,3.34,0.00,0.13,0.13,-0.10,0.00,-5.90,-0.10,-1.00,-1.00,-1.97,-2.43,-1.24,-1.86,-0.83,0.33,0.41,-0.06,-0.00,31.25,0.65,-1.00,-1.00,48.69,0.10,0.10,0.17,18.27,0.63,-1.00,-1.00,0.00,-0.00,-0.01,0.12,0.08,0.32,2.07,8.53,25.35,0.68,0.55,-1.00,-1.00,-0.70,54.79,54.39,0.07,-33.88,1454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6696,Cardinal Dynamics,3,5.74,0.00,0.40,0.40,0.07,0.00,3.98,0.07,-1.00,-1.00,1.33,10.12,-0.07,-0.30,-0.14,0.33,0.36,0.00,-0.02,24.35,0.53,-1.00,-1.00,38.24,0.15,0.11,0.03,14.03,0.35,-1.00,-1.00,0.00,-0.02,0.21,0.06,-0.18,0.32,-3.35,8.25,28.33,0.68,0.59,-1.00,-1.00,0.26,56.62,54.38,0.10,-2.69,1352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4209,TigerBytes,3,3.86,0.13,0.36,0.36,0.14,0.00,8.64,0.14,-1.00,-1.00,2.88,12.86,-0.10,3.93,1.25,0.33,0.39,0.05,-0.03,24.13,0.67,-1.00,-1.00,43.83,0.01,0.22,0.14,18.46,0.13,-1.00,-1.00,0.00,-0.03,0.19,0.33,0.35,-0.05,9.80,0.28,32.77,0.75,0.82,-1.00,-1.00,1.61,56.97,54.37,0.39,9.75,1407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3250,Kennedy Robotics,3,3.78,-0.43,0.54,0.41,-0.12,-0.00,-7.29,-0.12,-1.00,-1.00,-2.43,-3.11,-1.76,3.10,0.83,0.33,0.33,0.13,-0.05,34.89,1.03,-1.00,-1.00,63.58,-0.04,0.50,0.10,27.86,0.69,-1.00,-1.00,0.04,-0.05,0.14,-0.06,0.45,-0.07,11.84,-2.10,27.59,0.75,0.91,-1.00,-1.00,1.24,58.37,54.37,0.04,-43.07,1349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5041,CyBears,3,5.12,-0.01,0.04,0.04,0.04,0.00,2.29,0.04,-1.00,-1.00,0.76,7.45,-0.31,-0.31,-0.10,0.33,0.14,0.18,-0.02,23.57,0.79,-1.00,-1.00,57.65,0.20,0.08,0.41,34.18,0.44,-1.00,-1.00,0.00,-0.02,0.35,0.02,-0.03,-0.34,1.00,-8.53,25.86,0.63,0.83,-1.00,-1.00,-0.07,56.56,54.37,0.12,-20.19,1385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3617,Cold Logic,3,5.05,0.00,-0.00,-0.00,-0.03,0.00,-1.82,-0.03,-1.00,-1.00,-0.61,3.22,-0.07,0.07,0.03,0.33,0.33,0.14,-0.01,33.17,1.21,-1.00,-1.00,51.27,0.27,0.04,0.05,18.06,0.41,-1.00,-1.00,0.00,-0.01,-0.09,0.07,-0.23,0.01,-6.22,0.57,31.35,0.80,1.18,-1.00,-1.00,0.03,55.05,54.35,0.25,7.43,1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6178,Techno Titans,2,3.84,0.02,0.14,0.15,0.08,0.00,4.94,0.08,-1.00,-1.00,1.65,8.97,0.29,0.97,0.32,0.33,0.28,0.08,0.00,24.25,0.80,-1.00,-1.00,42.28,0.12,0.12,0.11,17.51,-1.00,-1.00,-1.00,0.00,0.00,0.09,0.08,0.10,0.08,2.90,2.55,29.44,0.69,0.88,-1.00,-1.00,0.47,54.17,54.27,0.16,-0.89,1422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3971,Kai Orbus,3,4.71,0.01,-0.01,-0.01,-0.06,0.00,-3.90,-0.06,-1.00,-1.00,-1.30,0.81,0.75,-0.11,0.06,0.33,0.33,0.13,-0.04,33.09,1.04,-1.00,-1.00,57.04,0.27,0.16,0.06,23.89,0.73,-1.00,-1.00,0.00,-0.04,-0.02,-0.02,1.02,0.02,25.37,0.32,29.20,0.76,0.97,-1.00,-1.00,0.05,58.18,54.25,0.02,-34.95,1359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6169,URL FRC,2,3.84,0.02,0.14,0.14,0.08,0.00,4.92,0.08,-1.00,-1.00,1.64,8.96,0.29,0.96,0.32,0.33,0.28,0.08,0.00,24.23,0.80,-1.00,-1.00,42.24,0.12,0.12,0.11,17.49,-1.00,-1.00,-1.00,-0.00,0.00,0.09,0.08,0.10,0.08,2.91,2.54,29.42,0.69,0.88,-1.00,-1.00,0.47,54.13,54.23,0.16,-0.94,1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2662,Robo Krew,2,3.84,0.02,0.14,0.14,0.08,0.00,4.92,0.08,-1.00,-1.00,1.64,8.96,0.29,0.96,0.32,0.33,0.28,0.08,0.00,24.23,0.80,-1.00,-1.00,42.24,0.12,0.12,0.11,17.49,-1.00,-1.00,-1.00,-0.00,0.00,0.09,0.08,0.10,0.08,2.91,2.54,29.42,0.69,0.88,-1.00,-1.00,0.47,54.13,54.23,0.16,-0.94,1460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5869,Radical Robotics,3,3.54,0.00,-0.35,-0.35,-0.27,0.00,-15.93,-0.27,-1.00,-1.00,-5.31,-12.74,0.15,2.21,0.57,0.33,0.30,0.30,-0.00,47.63,2.02,-1.00,-1.00,68.91,0.15,-0.02,0.28,20.70,0.09,-1.00,-1.00,0.00,-0.00,-0.09,0.01,-0.03,-0.06,-1.23,-1.48,31.70,0.93,1.76,-1.00,-1.00,0.22,54.69,54.22,0.23,-9.83,1415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6087,Cybertronic Lancers,3,5.06,0.00,-0.22,-0.22,0.11,0.00,6.54,0.11,-1.00,-1.00,2.18,11.38,0.53,0.26,0.17,0.33,0.33,-0.00,-0.02,21.04,0.40,-1.00,-1.00,47.22,0.03,0.16,0.33,26.01,0.73,-1.00,-1.00,0.00,-0.02,-0.12,-0.10,0.08,-0.07,1.52,-2.26,27.58,0.64,0.51,-1.00,-1.00,-0.05,56.34,54.21,0.19,-4.95,1406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5549,Gryphons.exe,3,4.78,0.43,-0.01,0.12,0.06,0.00,3.80,0.06,-1.00,-1.00,1.27,8.70,-0.12,-0.03,-0.01,0.33,0.38,0.33,0.00,39.41,2.02,-1.00,-1.00,43.49,-0.08,0.01,0.15,4.10,0.08,-1.00,-1.00,0.00,0.00,-0.07,0.35,0.40,0.01,9.63,1.99,43.21,1.05,2.08,-1.00,-1.00,0.11,54.19,54.19,-0.12,-32.69,1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5883,Spice Gears,2,3.83,0.02,0.13,0.14,0.08,0.00,4.90,0.08,-1.00,-1.00,1.63,8.93,0.28,0.95,0.31,0.33,0.28,0.08,0.00,24.21,0.79,-1.00,-1.00,42.19,0.12,0.12,0.11,17.44,-1.00,-1.00,-1.00,-0.00,0.00,0.09,0.08,0.10,0.08,2.93,2.52,29.40,0.69,0.88,-1.00,-1.00,0.47,54.07,54.17,0.16,-1.02,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5607,Team Firewall,3,2.06,-0.01,-0.01,-0.01,0.02,0.00,1.47,0.02,-1.00,-1.00,0.49,3.53,-0.67,-0.13,-0.07,0.33,0.33,0.05,0.04,29.52,1.11,-1.00,-1.00,51.12,0.07,0.17,0.20,21.66,0.36,-1.00,-1.00,0.00,0.04,-0.05,-0.03,0.78,-0.18,19.30,-4.73,30.99,0.76,1.13,-1.00,-1.00,-0.07,49.92,54.14,-0.01,-6.50,1337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Pierson Whalers,3,3.55,0.09,1.47,1.50,-0.00,-0.00,-0.15,-0.00,-1.00,-1.00,-0.05,4.90,-1.36,-0.88,-0.37,0.33,0.34,0.15,-0.02,32.22,1.15,-1.00,-1.00,48.25,0.22,0.05,0.06,16.41,0.60,-1.00,-1.00,0.00,-0.02,0.45,-0.13,0.33,0.15,10.40,3.02,32.07,0.80,1.15,-1.00,-1.00,1.13,56.17,54.12,0.06,-10.28,1454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Rockem Sockem Robotics,3,6.28,0.00,0.00,0.00,0.32,0.00,19.18,0.32,-1.00,-1.00,6.39,25.45,0.14,0.04,-0.02,0.36,0.14,-0.02,0.00,6.12,-0.02,-1.00,-1.00,9.14,0.00,-0.09,0.14,3.04,0.36,-1.00,-1.00,0.00,0.00,-0.06,-0.13,-0.17,0.81,-4.48,19.52,25.29,0.47,0.30,-1.00,-1.00,-0.02,54.11,54.11,0.21,3.58,1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,THE HIVE,3,2.05,0.00,0.21,0.21,0.12,0.00,7.03,0.12,-1.00,-1.00,2.34,9.30,0.16,-5.11,-1.67,0.33,0.01,0.03,-0.03,9.24,-0.14,-1.00,-1.00,26.60,0.16,0.15,0.06,19.04,0.22,-1.00,-1.00,0.01,-0.03,-0.07,-0.36,0.62,0.90,15.20,20.81,16.27,0.35,-0.02,-1.00,-1.00,-1.46,56.71,54.09,0.24,-20.33,1390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,Crimson Tide Engineers,3,0.80,0.36,-0.01,0.13,-0.03,0.00,-1.57,-0.03,-1.00,-1.00,-0.52,-0.63,-0.16,-0.07,-0.01,0.33,0.22,-0.02,0.00,22.04,0.43,-1.00,-1.00,48.52,0.23,0.07,0.23,26.50,0.00,-1.00,-1.00,0.00,0.00,0.37,-0.14,-0.02,0.27,1.26,6.14,20.47,0.52,0.41,-1.00,-1.00,0.12,54.03,54.03,0.25,-7.65,1354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6177,Atomic-Robotic-Dogs,3,5.83,0.72,-0.02,0.19,0.08,0.00,4.84,0.08,-1.00,-1.00,1.61,10.86,-0.18,1.58,0.37,0.33,0.38,0.11,0.01,30.00,1.14,-1.00,-1.00,45.94,0.16,0.06,0.09,15.57,0.53,-1.00,-1.00,0.00,0.01,0.01,-0.05,0.50,-0.13,12.47,-3.55,34.84,0.83,1.22,-1.00,-1.00,0.57,53.26,54.00,0.13,-19.10,1405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6375,MC²,3,4.70,0.00,-0.03,-0.03,0.18,0.00,10.97,0.18,-1.00,-1.00,3.66,15.63,0.00,0.22,-0.03,0.33,0.20,-0.11,0.00,9.64,-0.22,-1.00,-1.00,35.17,0.40,0.04,0.07,25.56,0.40,-1.00,-1.00,0.01,0.00,-0.15,0.19,0.23,0.08,4.95,3.05,20.61,0.42,-0.04,-1.00,-1.00,-0.07,53.86,53.98,0.12,-9.67,1357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3465,The Omega Factor,3,4.60,0.00,-0.63,-0.63,-0.16,0.00,-9.79,-0.16,-1.00,-1.00,-3.26,-5.82,0.33,-0.12,0.03,0.33,0.30,0.26,0.00,42.41,1.82,-1.00,-1.00,63.35,0.21,0.03,0.18,20.91,0.63,-1.00,-1.00,0.00,0.00,0.13,0.07,-0.24,-0.16,-5.22,-3.63,32.62,0.90,1.66,-1.00,-1.00,-0.59,53.90,53.90,0.12,20.21,1403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,Laser Robotics,3,4.68,0.01,0.01,-0.02,0.28,0.00,16.61,0.28,-1.00,-1.00,5.54,21.28,-0.34,0.71,0.14,0.33,0.39,0.07,-0.08,17.73,0.32,-1.00,-1.00,36.22,0.16,-0.05,0.26,18.36,0.77,-1.00,-1.00,0.00,-0.08,0.09,0.25,-0.03,0.13,-0.21,4.45,34.34,0.72,0.60,-1.00,-1.00,0.12,61.95,53.89,0.01,-7.88,1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6325,Reset Robotics,3,5.01,-0.54,-0.02,-0.17,0.36,0.00,21.88,0.36,-1.00,-1.00,7.29,26.72,-0.09,0.08,0.04,0.33,0.36,0.17,-0.01,19.55,1.05,-1.00,-1.00,26.40,0.08,0.04,0.01,6.81,0.14,-1.00,-1.00,0.00,-0.01,-0.03,-0.26,0.42,0.13,10.33,2.07,41.43,0.85,1.41,-1.00,-1.00,-0.14,55.19,53.86,0.30,-2.73,1386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
