team,home championship,,,
5710,St. Louis,,,
5712,St. Louis,,,
5713,St. Louis,,,
5714,St. Louis,,,
5715,Houston,,,
5716,Houston,,,
5719,St. Louis,,,
5720,St. Louis,,,
5721,Houston,,,
5722,Houston,,,
5724,St. Louis,,,
5725,Houston,,,
5726,Houston,,,
5727,Houston,,,
5728,Houston,,,
5729,Houston,,,
5730,St. Louis,,,
5732,St. Louis,,,
5734,Houston,,,
5735,St. Louis,,,
5736,St. Louis,,,
5737,Houston,,,
5740,St. Louis,,,
5744,Houston,,,
5746,St. Louis,,,
5747,Houston,,,
5748,Houston,,,
5750,Houston,,,
5752,St. Louis,,,
5753,Houston,,,
5754,Houston,,,
5756,St. Louis,,,
5758,St. Louis,,,
5762,Houston,,,
5763,Houston,,,
5765,Houston,,,
5771,Houston,,,
5773,Houston,,,
5774,St. Louis,,,
5775,Houston,,,
5776,St. Louis,,,
5777,Houston,,,
5781,St. Louis,,,
5783,Houston,,,
5785,Houston,,,
5800,Houston,,,
5801,St. Louis,,,
5802,Houston,,,
5803,Houston,,,
5804,St. Louis,,,
5805,Houston,,,
5806,St. Louis,,,
5809,St. Louis,,,
5810,Houston,,,
5811,St. Louis,,,
5813,St. Louis,,,
5814,Houston,,,
5816,Houston,,,
5817,Houston,,,
5818,Houston,,,
5819,Houston,,,
5820,Houston,,,
5821,St. Louis,,,
5822,St. Louis,,,
5823,Houston,,,
5826,St. Louis,,,
5827,Houston,,,
5828,Houston,,,
5829,Houston,,,
5830,St. Louis,,,
5831,Houston,,,
5834,St. Louis,,,
5835,Houston,,,
5836,St. Louis,,,
5837,St. Louis,,,
5839,Houston,,,
5840,Houston,,,
5841,St. Louis,,,
5842,Houston,,,
5843,St. Louis,,,
5844,St. Louis,,,
5845,Houston,,,
5846,St. Louis,,,
5847,St. Louis,,,
5848,Houston,,,
5849,Houston,,,
5851,Houston,,,
5852,Houston,,,
5853,St. Louis,,,
5854,Houston,,,
5855,St. Louis,,,
5856,St. Louis,,,
5857,Houston,,,
5858,Houston,,,
5859,St. Louis,,,
5860,St. Louis,,,
5863,Houston,,,
5864,Houston,,,
5865,St. Louis,,,
5866,Houston,,,
5869,Houston,,,
5870,St. Louis,,,
5871,Houston,,,
5872,Houston,,,
5874,Houston,,,
5875,Houston,,,
5876,Houston,,,
5877,Houston,,,
5878,St. Louis,,,
5881,St. Louis,,,
5882,St. Louis,,,
5883,St. Louis,,,
5885,St. Louis,,,
5887,Houston,,,
5888,Houston,,,
5889,Houston,,,
5891,St. Louis,,,
5892,Houston,,,
5893,Houston,,,
5894,Houston,,,
5895,St. Louis,,,
5897,Houston,,,
5898,Houston,,,
5899,Houston,,,
5900,Houston,,,
5901,St. Louis,,,
5902,St. Louis,,,
5903,St. Louis,,,
5905,Houston,,,
5906,St. Louis,,,
5907,St. Louis,,,
5908,Houston,,,
5910,St. Louis,,,
5911,St. Louis,,,
5912,St. Louis,,,
5913,St. Louis,,,
5914,St. Louis,,,
5915,St. Louis,,,
5918,St. Louis,,,
5919,Houston,,,
5920,Houston,,,
5921,St. Louis,,,
5923,Houston,,,
5924,Houston,,,
5926,St. Louis,,,
5927,St. Louis,,,
5928,Houston,,,
5929,St. Louis,,,
5930,Houston,,,
5932,Houston,,,
5933,Houston,,,
5934,St. Louis,,,
5935,St. Louis,,,
5937,Houston,,,
5938,St. Louis,,,
5940,Houston,,,
5941,Houston,,,
5942,Houston,,,
5943,St. Louis,,,
5944,St. Louis,,,
5945,St. Louis,,,
5947,St. Louis,,,
5948,Houston,,,
5949,Houston,,,
5950,St. Louis,,,
5951,Houston,,,
5952,St. Louis,,,
5953,Houston,,,
5954,St. Louis,,,
5955,St. Louis,,,
5956,Houston,,,
5957,St. Louis,,,
5959,Houston,,,
5960,Houston,,,
5962,St. Louis,,,
5963,St. Louis,,,
5964,St. Louis,,,
5965,Houston,,,
5966,Houston,,,
5968,St. Louis,,,
5969,St. Louis,,,
5970,Houston,,,
5971,Houston,,,
5973,St. Louis,,,
5974,Houston,,,
5975,Houston,,,
5976,St. Louis,,,
5977,Houston,,,
5979,St. Louis,,,
5980,St. Louis,,,
5981,Houston,,,
5982,St. Louis,,,
5983,Houston,,,
5984,Houston,,,
5985,Houston,,,
5986,Houston,,,
5987,Houston,,,
5988,Houston,,,
5989,St. Louis,,,
5990,Houston,,,
5991,St. Louis,,,
5992,St. Louis,,,
5993,Houston,,,
5994,St. Louis,,,
5996,St. Louis,,,
5997,Houston,,,
5998,St. Louis,,,
5999,St. Louis,,,
6000,Houston,,,
6001,Houston,,,
6002,St. Louis,,,
6003,Houston,,,
6004,Houston,,,
6005,St. Louis,,,
6007,Houston,,,
6008,Houston,,,
6009,St. Louis,,,
6010,Houston,,,
6011,St. Louis,,,
6012,St. Louis,,,
6013,St. Louis,,,
6016,St. Louis,,,
6017,Houston,,,
6019,St. Louis,,,
6020,St. Louis,,,
6021,St. Louis,,,
6022,St. Louis,,,
6023,Houston,,,
6024,St. Louis,,,
6025,Houston,,,
6026,Houston,,,
6027,St. Louis,,,
6028,Houston,,,
6029,St. Louis,,,
6032,St. Louis,,,
6033,St. Louis,,,
6034,St. Louis,,,
6035,Houston,,,
6036,Houston,,,
6038,Houston,,,
6039,Houston,,,
6041,Houston,,,
6043,St. Louis,,,
6044,St. Louis,,,
6046,St. Louis,,,
6047,St. Louis,,,
6048,Houston,,,
6049,Houston,,,
6050,Houston,,,
6052,St. Louis,,,
6053,St. Louis,,,
6054,St. Louis,,,
6055,Houston,,,
6056,St. Louis,,,
6057,St. Louis,,,
6058,Houston,,,
6059,Houston,,,
6060,Houston,,,
6061,Houston,,,
6062,Houston,,,
6063,Houston,,,
6064,Houston,,,
6065,St. Louis,,,
6066,St. Louis,,,
6067,St. Louis,,,
6068,Houston,,,
6069,Houston,,,
6070,St. Louis,,,
6071,St. Louis,,,
6072,Houston,,,
6073,St. Louis,,,
6074,St. Louis,,,
6075,St. Louis,,,
6076,Houston,,,
6077,St. Louis,,,
6078,St. Louis,,,
6079,St. Louis,,,
6081,St. Louis,,,
6083,St. Louis,,,
6084,St. Louis,,,
6085,St. Louis,,,
6086,St. Louis,,,
6087,St. Louis,,,
6088,St. Louis,,,
6089,St. Louis,,,
6090,St. Louis,,,
6091,St. Louis,,,
6092,St. Louis,,,
6093,St. Louis,,,
6094,St. Louis,,,
6096,St. Louis,,,
6097,St. Louis,,,
6098,St. Louis,,,
6099,St. Louis,,,
6100,St. Louis,,,
6101,St. Louis,,,
6102,St. Louis,,,
6103,Houston,,,
6104,Houston,,,
6105,Houston,,,
6106,Houston,,,
6107,Houston,,,
6108,St. Louis,,,
6110,St. Louis,,,
6111,Houston,,,
6112,St. Louis,,,
6113,St. Louis,,,
6114,St. Louis,,,
6116,St. Louis,,,
6117,St. Louis,,,
6118,Houston,,,
6119,St. Louis,,,
6120,St. Louis,,,
6121,St. Louis,,,
6122,St. Louis,,,
6123,Houston,,,
6126,Houston,,,
6127,Houston,,,
6128,St. Louis,,,
6129,Houston,,,
6130,St. Louis,,,
6131,Houston,,,
6132,St. Louis,,,
6133,Houston,,,
6135,St. Louis,,,
6136,St. Louis,,,
6138,St. Louis,,,
6139,Houston,,,
6140,St. Louis,,,
6141,St. Louis,,,
6144,Houston,,,
6145,Houston,,,
6146,St. Louis,,,
6147,St. Louis,,,
6149,Houston,,,
6150,St. Louis,,,
6152,St. Louis,,,
6153,St. Louis,,,
6155,Houston,,,
6156,Houston,,,
6157,St. Louis,,,
6160,St. Louis,,,
6161,St. Louis,,,
6162,St. Louis,,,
6164,St. Louis,,,
6166,St. Louis,,,
6167,Houston,,,
6168,Houston,,,
6169,Houston,,,
6170,Houston,,,
6171,Houston,,,
6172,St. Louis,,,
6173,Houston,,,
6174,Houston,,,
6175,St. Louis,,,
6176,St. Louis,,,
6177,Houston,,,
6178,Houston,,,
6179,Houston,,,
6180,Houston,,,
6181,St. Louis,,,
6183,Houston,,,
6184,Houston,,,
6185,St. Louis,,,
6186,Houston,,,
6187,Houston,,,
6188,Houston,,,
6189,St. Louis,,,
6190,St. Louis,,,
6191,St. Louis,,,
6193,St. Louis,,,
6194,St. Louis,,,
6195,St. Louis,,,
6199,Houston,,,
6200,Houston,,,
6201,St. Louis,,,
6202,St. Louis,,,
6203,St. Louis,,,
6204,Houston,,,
6210,Houston,,,
6213,St. Louis,,,
6214,Houston,,,
6215,Houston,,,
6217,St. Louis,,,
6218,Houston,,,
6219,Houston,,,
6220,Houston,,,
6221,Houston,,,
6222,Houston,,,
6223,St. Louis,,,
6224,St. Louis,,,
6225,Houston,,,
6226,St. Louis,,,
6230,Houston,,,
6232,Houston,,,
6236,St. Louis,,,
6237,St. Louis,,,
6239,St. Louis,,,
6240,Houston,,,
6300,St. Louis,,,
6301,St. Louis,,,
6302,Houston,,,
6304,Houston,,,
6305,Houston,,,
6306,Houston,,,
6308,St. Louis,,,
6309,St. Louis,,,
6312,St. Louis,,,
6313,St. Louis,,,
6314,Houston,,,
6315,Houston,,,
6317,St. Louis,,,
6318,St. Louis,,,
6319,Houston,,,
6320,St. Louis,,,
6321,Houston,,,
6322,Houston,,,
6323,St. Louis,,,
6324,St. Louis,,,
6325,Houston,,,
6326,St. Louis,,,
6327,St. Louis,,,
6328,St. Louis,,,
6329,St. Louis,,,
6330,St. Louis,,,
6331,St. Louis,,,
6332,Houston,,,
6333,St. Louis,,,
6334,St. Louis,,,
6335,St. Louis,,,
6336,St. Louis,,,
6337,St. Louis,,,
6338,St. Louis,,,
6339,St. Louis,,,
6340,Houston,,,
6341,Houston,,,
6342,St. Louis,,,
6343,Houston,,,
6344,St. Louis,,,
6345,St. Louis,,,
6346,St. Louis,,,
6347,St. Louis,,,
6348,Houston,,,
6349,Houston,,,
6350,Houston,,,
6351,Houston,,,
6352,Houston,,,
6353,Houston,,,
6354,Houston,,,
6355,St. Louis,,,
6356,Houston,,,
6357,Houston,,,
6358,Houston,,,
6359,St. Louis,,,
6360,Houston,,,
6361,Houston,,,
6362,Houston,,,
6363,Houston,,,
6364,Houston,,,
6365,Houston,,,
6366,Houston,,,
6367,St. Louis,,,
6369,Houston,,,
6371,St. Louis,,,
6372,Houston,,,
6373,Houston,,,
6374,Houston,,,
6375,Houston,,,
6376,Houston,,,
6377,Houston,,,
6378,St. Louis,,,
6379,St. Louis,,,
6380,Houston,,,
6381,St. Louis,,,
6382,Houston,,,
6383,Houston,,,
6384,Houston,,,
6385,Houston,,,
6386,Houston,,,
6387,St. Louis,,,
6388,Houston,,,
6389,Houston,,,
6390,Houston,,,
6391,St. Louis,,,
6392,Houston,,,
6393,Houston,,,
6394,Houston,,,
6395,Houston,,,
6396,Houston,,,
6397,St. Louis,,,
6398,Houston,,,
6399,Houston,,,
6400,Houston,,,
6401,St. Louis,,,
6402,Houston,,,
6403,Houston,,,
6404,Houston,,,
6405,Houston,,,
6406,Houston,,,
6407,Houston,,,
6408,Houston,,,
6409,Houston,,,
6410,Houston,,,
6411,Houston,,,
6412,St. Louis,,,
6413,Houston,,,
6414,Houston,,,
6415,Houston,,,
6416,Houston,,,
6417,St. Louis,,,
6418,Houston,,,
6419,St. Louis,,,
6420,St. Louis,,,
6421,St. Louis,,,
6422,St. Louis,,,
6423,St. Louis,,,
6424,St. Louis,,,
6425,St. Louis,,,
6426,Houston,,,
6428,St. Louis,,,
6429,Houston,,,
6430,Houston,,,
6431,Houston,,,
6432,Houston,,,
6433,Houston,,,
6434,Houston,,,
6435,Houston,,,
6436,Houston,,,
6437,Houston,,,
6439,Houston,,,
6440,Houston,,,
6441,Houston,,,
6442,Houston,,,
6443,Houston,,,
6444,Houston,,,
6445,Houston,,,
6447,Houston,,,
6448,Houston,,,
6449,Houston,,,
6450,Houston,,,
6451,St. Louis,,,
6453,St. Louis,,,
6455,St. Louis,,,
6456,Houston,,,
6457,Houston,,,
6458,Houston,,,
6459,Houston,,,
6460,St. Louis,,,
6461,St. Louis,,,
6462,Houston,,,
6463,St. Louis,,,
6464,Houston,,,
6465,Houston,,,
6467,St. Louis,,,
6468,Houston,,,
6471,Houston,,,
6472,Houston,,,
6473,Houston,,,
6474,Houston,,,
6476,Houston,,,
6479,Houston,,,
6480,St. Louis,,,
6481,St. Louis,,,
6482,Houston,,,
6483,Houston,,,
6484,St. Louis,,,
6485,Houston,,,
6487,Houston,,,
6488,Houston,,,
6489,Houston,,,
6490,St. Louis,,,
6491,Houston,,,
6492,Houston,,,
6493,St. Louis,,,
6494,Houston,,,
6498,St. Louis,,,
6499,Houston,,,
6500,Houston,,,
6502,Houston,,,
6503,Houston,,,
6504,St. Louis,,,
6505,St. Louis,,,
6506,Houston,,,
6507,Houston,,,
6508,Houston,,,
6509,Houston,,,
6510,Houston,,,
6511,St. Louis,,,
6512,Houston,,,
6513,St. Louis,,,
6514,St. Louis,,,
6515,Houston,,,
6517,Houston,,,
6518,Houston,,,
6519,Houston,,,
6520,St. Louis,,,
6522,Houston,,,
6523,Houston,,,
6524,Houston,,,
6525,Houston,,,
6526,Houston,,,
6527,Houston,,,
6528,St. Louis,,,
6529,St. Louis,,,
6530,Houston,,,
6531,St. Louis,,,
6532,St. Louis,,,
6533,St. Louis,,,
6534,St. Louis,,,
6535,Houston,,,
6536,St. Louis,,,
6537,St. Louis,,,
6538,St. Louis,,,
6540,St. Louis,,,
6541,St. Louis,,,
6542,St. Louis,,,
6543,St. Louis,,,
6544,St. Louis,,,
6545,St. Louis,,,
6546,Houston,,,
6547,Houston,,,
6548,St. Louis,,,
6549,St. Louis,,,
6550,St. Louis,,,
6552,St. Louis,,,
6553,Houston,,,
6554,Houston,,,
6556,St. Louis,,,
6557,St. Louis,,,
6558,St. Louis,,,
6559,St. Louis,,,
6560,Houston,,,
6561,St. Louis,,,
6562,Houston,,,
6563,Houston,,,
6564,St. Louis,,,
6565,Houston,,,
6566,St. Louis,,,
6567,St. Louis,,,
6568,St. Louis,,,
6569,St. Louis,,,
6570,St. Louis,,,
6571,St. Louis,,,
6573,St. Louis,,,
6574,St. Louis,,,
6575,Houston,,,
6579,Houston,,,
6580,St. Louis,,,
6581,St. Louis,,,
6582,St. Louis,,,
6583,St. Louis,,,
6584,St. Louis,,,
6585,Houston,,,
6586,Houston,,,
6588,St. Louis,,,
6589,St. Louis,,,
6590,St. Louis,,,
6591,St. Louis,,,
6592,St. Louis,,,
6593,St. Louis,,,
6594,St. Louis,,,
6595,St. Louis,,,
6597,St. Louis,,,
6599,St. Louis,,,
6600,St. Louis,,,
6601,St. Louis,,,
6602,Houston,,,
6603,Houston,,,
6604,Houston,,,
6605,Houston,,,
6606,Houston,,,
6607,Houston,,,
6608,Houston,,,
6609,Houston,,,
6610,St. Louis,,,
6611,St. Louis,,,
6612,Houston,,,
6613,St. Louis,,,
6614,Houston,,,
6615,St. Louis,,,
6616,St. Louis,,,
6617,St. Louis,,,
6618,St. Louis,,,
6619,Houston,,,
6620,St. Louis,,,
6621,St. Louis,,,
6622,St. Louis,,,
6623,Houston,,,
6624,St. Louis,,,
6626,Houston,,,
6627,St. Louis,,,
6628,St. Louis,,,
6630,St. Louis,,,
6631,St. Louis,,,
6632,St. Louis,,,
6633,St. Louis,,,
6634,Houston,,,
6635,St. Louis,,,
6636,St. Louis,,,
6637,St. Louis,,,
6638,St. Louis,,,
6639,Houston,,,
6640,Houston,,,
6641,Houston,,,
6642,St. Louis,,,
6643,St. Louis,,,
6644,Houston,,,
6645,Houston,,,
6646,Houston,,,
6647,Houston,,,
6648,St. Louis,,,
6649,St. Louis,,,
6650,Houston,,,
6651,St. Louis,,,
6652,Houston,,,
6653,Houston,,,
6654,Houston,,,
6655,Houston,,,
6656,Houston,,,
6657,Houston,,,
6658,Houston,,,
6659,Houston,,,
6660,St. Louis,,,
6662,Houston,,,
6663,St. Louis,,,
6664,Houston,,,
6665,Houston,,,
6666,Houston,,,
6667,St. Louis,,,
6668,Houston,,,
6669,Houston,,,
6670,St. Louis,,,
6671,Houston,,,
6672,Houston,,,
6673,Houston,,,
6674,Houston,,,
6675,St. Louis,,,
6676,Houston,,,
6677,Houston,,,
6678,St. Louis,,,
6679,Houston,,,
6680,Houston,,,
6681,Houston,,,
6682,Houston,,,
6683,Houston,,,
6684,Houston,,,
6685,Houston,,,
6686,Houston,,,
6687,Houston,,,
6688,Houston,,,
6689,Houston,,,
6690,St. Louis,,,
6691,St. Louis,,,
6692,Houston,,,
6693,Houston,,,
6694,Houston,,,
6695,Houston,,,
6696,Houston,,,
6697,Houston,,,
6699,Houston,,,
6700,Houston,,,
6701,Houston,,,
6702,Houston,,,
6703,Houston,,,
6704,Houston,,,
6705,Houston,,,
6706,Houston,,,
6707,St. Louis,,,
6708,Houston,,,
6709,St. Louis,,,
6710,Houston,,,
6711,Houston,,,
6712,Houston,,,
6714,Houston,,,
6715,Houston,,,
6716,Houston,,,
6717,Houston,,,
6718,Houston,,,
6719,Houston,,,
6720,St. Louis,,,
6721,St. Louis,,,
6722,Houston,,,
6723,St. Louis,,,
6724,Houston,,,
6725,St. Louis,,,
6727,Houston,,,
6728,Houston,,,
6729,Houston,,,
6730,Houston,,,
6731,St. Louis,,,
6732,St. Louis,,,
6733,Houston,,,
6734,Houston,,,
6736,Houston,,,
6737,Houston,,,
6738,Houston,,,
6739,Houston,,,
6740,Houston,,,
6741,Houston,,,
6742,St. Louis,,,
6743,Houston,,,
6744,St. Louis,,,
6745,St. Louis,,,
6746,St. Louis,,,
6748,Houston,,,
6749,St. Louis,,,
6750,Houston,,,
6751,Houston,,,
6752,Houston,,,
6753,St. Louis,,,
6754,Houston,,,
6755,Houston,,,
6756,Houston,,,
6757,Houston,,,
6758,St. Louis,,,
6759,Houston,,,
6762,St. Louis,,,
6763,St. Louis,,,
6764,Houston,,,
6765,St. Louis,,,
6766,Houston,,,
6768,Houston,,,
6769,Houston,,,
6770,Houston,,,
6771,Houston,,,
